Tract,Council,OwnDate,LnSalePrice,SalePrice,PropAddr,PropCity,PropZip,PropDate,Acres,LUDesc,FinishArea,NAME10,CoreBin,Quarter,TimeBin,BuildTimeCensus01,Year,PropYear,SaleYear,Age,QuarterByYear,MonthByYear,Quarter1,PopulationTract,PrcntWhite,%Black(onerace),Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,BAorHigher,BuildPreTrt
37019500,19,2021-07-19,12.929751455952264,412400,1002 DIVISION ST #407,NASHVILLE,37203,2017-09-29,0.0,RESIDENTIAL CONDO,800,195.0,1,"2021,3",1,462.0,2021,2017,2021,4,3,7,87,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016600,21,2022-06-22,12.929993908996359,412500,117 30TH AVE N 406,NASHVILLE,37203,2005-01-06,0.0,RESIDENTIAL CONDO,967,166.0,0,"2022,2",1,175.0,2022,2005,2022,17,2,6,90,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016600,21,2022-06-22,12.929993908996359,412500,117 30TH AVE N 406,NASHVILLE,37203,2005-01-06,0.0,RESIDENTIAL CONDO,967,166.0,0,"2022,2",1,175.0,2022,2005,2022,17,2,6,90,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37013700,2,2020-12-04,12.929993908996359,412500,2307 B 23RD AVE N,NASHVILLE,37208,2020-01-24,0.0,RESIDENTIAL CONDO,1952,137.0,0,"2020,4",1,1054.0,2020,2020,2020,0,4,12,84,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37017100,17,2019-07-18,12.929996333229967,412501,820 HILLVIEW HTS,NASHVILLE,37204,2007-06-14,0.0,RESIDENTIAL CONDO,1482,171.0,0,"2019,3",1,568.0,2019,2007,2019,12,3,7,79,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37019500,19,2018-06-20,12.933623668263472,414000,700 12TH AVE S 1002,NASHVILLE,37203,2009-03-16,0.0,RESIDENTIAL CONDO,884,195.0,1,"2018,2",1,462.0,2018,2009,2018,9,2,6,74,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2019-07-15,12.934830666099812,414500,700 12TH AVE S 703,NASHVILLE,37203,2009-03-16,0.0,RESIDENTIAL CONDO,998,195.0,1,"2019,3",1,462.0,2019,2009,2019,10,3,7,79,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,2015-06-12,12.935710855505864,414865,1038 B SCOVEL ST,NASHVILLE,37208,2014-03-13,0.0,RESIDENTIAL CONDO,1786,194.0,0,"2015,2",1,1045.0,2015,2014,2015,1,2,6,62,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37013700,2,2019-09-09,12.93579280632096,414899,2221 B 24TH AVE N,NASHVILLE,37208,2017-11-20,0.0,RESIDENTIAL CONDO,2070,137.0,0,"2019,3",1,1054.0,2019,2017,2019,2,3,9,79,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37019500,19,2021-07-09,12.936036208848487,415000,415 CHURCH ST 2704,NASHVILLE,37219,2007-07-11,0.0,RESIDENTIAL CONDO,732,195.0,1,"2021,3",1,462.0,2021,2007,2021,14,3,7,87,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-07-09,12.936036208848487,415000,415 CHURCH ST 2704,NASHVILLE,37219,2007-07-11,0.0,RESIDENTIAL CONDO,732,195.0,1,"2021,3",1,462.0,2021,2007,2021,14,3,7,87,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-02-16,12.936036208848487,415000,600 12TH AVE S 1202,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,882,195.0,1,"2021,1",1,462.0,2021,2008,2021,13,1,2,85,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-02-16,12.936036208848487,415000,600 12TH AVE S 1202,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,882,195.0,1,"2021,1",1,462.0,2021,2008,2021,13,1,2,85,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-05-27,12.936036208848487,415000,600 12TH AVE S 804,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,844,195.0,1,"2021,2",1,462.0,2021,2008,2021,13,2,5,86,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-05-27,12.936036208848487,415000,600 12TH AVE S 804,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,844,195.0,1,"2021,2",1,462.0,2021,2008,2021,13,2,5,86,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-05-28,12.936036208848487,415000,301 DEMONBREUN ST 1302,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,810,195.0,1,"2021,2",1,462.0,2021,2008,2021,13,2,5,86,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-05-28,12.936036208848487,415000,301 DEMONBREUN ST 1302,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,810,195.0,1,"2021,2",1,462.0,2021,2008,2021,13,2,5,86,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-10-26,12.936036208848487,415000,231 REP JOHN LEWIS WAY N #306,NASHVILLE,37219,2008-03-28,0.0,RESIDENTIAL CONDO,1183,195.0,1,"2021,4",1,462.0,2021,2008,2021,13,4,10,88,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-10-26,12.936036208848487,415000,231 REP JOHN LEWIS WAY N #306,NASHVILLE,37219,2008-03-28,0.0,RESIDENTIAL CONDO,1183,195.0,1,"2021,4",1,462.0,2021,2008,2021,13,4,10,88,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2022-01-18,12.936036208848487,415000,600 12TH AVE S 1212,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,636,195.0,1,"2022,1",1,462.0,2022,2008,2022,14,1,1,89,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2022-01-18,12.936036208848487,415000,600 12TH AVE S 1212,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,636,195.0,1,"2022,1",1,462.0,2022,2008,2022,14,1,1,89,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2022-02-16,12.936036208848487,415000,600 12TH AVE S 1412,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,636,195.0,1,"2022,1",1,462.0,2022,2008,2022,14,1,2,89,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2022-02-16,12.936036208848487,415000,600 12TH AVE S 1412,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,636,195.0,1,"2022,1",1,462.0,2022,2008,2022,14,1,2,89,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2013-11-12,12.936036208848487,415000,700 12TH AVE S 1010,NASHVILLE,37203,2009-03-16,0.0,RESIDENTIAL CONDO,1100,195.0,1,"2013,4",1,462.0,2013,2009,2013,4,4,11,56,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016600,21,2016-02-22,12.936036208848487,415000,3014 HEDRICK ST 502,NASHVILLE,37203,2001-05-22,0.0,RESIDENTIAL CONDO,1429,166.0,0,"2016,1",1,175.0,2016,2001,2016,15,1,2,65,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37017000,17,2020-05-07,12.936036208848487,415000,2050 ELLIOTT AVE,NASHVILLE,37204,2004-09-09,0.0,RESIDENTIAL CONDO,1333,170.0,0,"2020,2",1,543.0,2020,2004,2020,16,2,5,82,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37017000,17,2021-08-10,12.936036208848487,415000,823 S DOUGLAS AVE,NASHVILLE,37204,2004-09-09,0.0,RESIDENTIAL CONDO,1333,170.0,0,"2021,3",1,543.0,2021,2004,2021,17,3,8,87,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37017000,17,2021-08-10,12.936036208848487,415000,823 S DOUGLAS AVE,NASHVILLE,37204,2004-09-09,0.0,RESIDENTIAL CONDO,1333,170.0,0,"2021,3",1,543.0,2021,2004,2021,17,3,8,87,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37016300,19,2020-07-02,12.936036208848487,415000,1010 16TH AVE S 407,NASHVILLE,37212,2007-10-16,0.0,RESIDENTIAL CONDO,1330,163.0,0,"2020,3",1,469.0,2020,2007,2020,13,3,7,83,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37017100,17,2020-08-19,12.936036208848487,415000,2218 KNOWLES AVE,NASHVILLE,37204,2007-06-14,0.0,RESIDENTIAL CONDO,1482,171.0,0,"2020,3",1,568.0,2020,2007,2020,13,3,8,83,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37017100,17,2022-07-15,12.936036208848487,415000,2310 ELLIOTT AVE 707,NASHVILLE,37204,2007-09-12,0.0,RESIDENTIAL CONDO,1152,171.0,0,"2022,3",1,568.0,2022,2007,2022,15,3,7,91,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37017100,17,2022-07-15,12.936036208848487,415000,2310 ELLIOTT AVE 707,NASHVILLE,37204,2007-09-12,0.0,RESIDENTIAL CONDO,1152,171.0,0,"2022,3",1,568.0,2022,2007,2022,15,3,7,91,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37016600,21,2010-02-08,12.936036208848487,415000,110 31ST AVE N 807,NASHVILLE,37203,2008-04-08,0.0,RESIDENTIAL CONDO,1543,166.0,0,"2010,1",0,196.0983606557377,2010,2008,2010,2,1,2,41,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016600,21,2019-09-16,12.936036208848487,415000,240 31ST AVE N,NASHVILLE,37203,2008-03-03,0.0,RESIDENTIAL CONDO,1570,166.0,0,"2019,3",1,175.0,2019,2008,2019,11,3,9,79,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37019500,19,2020-05-04,12.936036208848487,415000,1510 DEMONBREUN ST 710,NASHVILLE,37203,2008-11-25,0.0,RESIDENTIAL CONDO,987,195.0,0,"2020,2",1,462.0,2020,2008,2020,12,2,5,82,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019200,6,2016-04-22,12.936036208848487,415000,608 A S 12TH ST,NASHVILLE,37206,2014-04-11,0.0,RESIDENTIAL CONDO,1928,192.0,0,"2016,2",1,562.0,2016,2014,2016,2,2,4,66,3497.0,60.87463557,35.30612245,0.22,0.34,0.34,0.1,0.37,36
37011900,5,2020-12-17,12.936036208848487,415000,902 SMILEY ST,NASHVILLE,37206,2014-04-23,0.0,RESIDENTIAL CONDO,1665,119.0,0,"2020,4",1,318.0,2020,2014,2020,6,4,12,84,2429.0,27.88744225,67.87064259,0.25,0.34,0.41,0,0.16,31
37019400,19,2018-03-26,12.936036208848487,415000,1350 ROSA L PARKS BLVD 340,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,1173,194.0,0,"2018,1",1,1045.0,2018,2015,2018,3,1,3,73,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2019-04-17,12.936036208848487,415000,1350 ROSA L PARKS BLVD 307,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,1088,194.0,0,"2019,2",1,1045.0,2019,2015,2019,4,2,4,78,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37013700,2,2021-09-01,12.936036208848487,415000,1725 A MCKINNEY AVE,NASHVILLE,37208,2016-08-25,0.0,RESIDENTIAL CONDO,1974,137.0,0,"2021,3",1,1054.0,2021,2016,2021,5,3,9,87,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37013700,2,2021-09-01,12.936036208848487,415000,1725 A MCKINNEY AVE,NASHVILLE,37208,2016-08-25,0.0,RESIDENTIAL CONDO,1974,137.0,0,"2021,3",1,1054.0,2021,2016,2021,5,3,9,87,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37017200,17,2018-02-08,12.936036208848487,415000,2017 ROSEMARY LN,NASHVILLE,37210,2017-07-26,0.0,RESIDENTIAL CONDO,2055,172.0,0,"2018,1",1,381.0,2018,2017,2018,1,1,2,73,1335.0,81.1550152,8.58662614,0.37,0.31,0.27,0.05,0.27,3
37019400,19,2018-06-22,12.936036208848487,415000,1404 A 10TH AVE N,NASHVILLE,37208,2017-08-31,0.0,RESIDENTIAL CONDO,1672,194.0,0,"2018,2",1,1045.0,2018,2017,2018,1,2,6,74,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37014200,19,2018-12-14,12.936036208848487,415000,912 14TH AVE N,NASHVILLE,37208,2017-04-10,0.0,RESIDENTIAL CONDO,1792,142.0,0,"2018,4",1,150.0,2018,2017,2018,1,4,12,76,2249.0,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37019400,19,2020-02-12,12.936036208848487,415000,1606 5TH AVE N,NASHVILLE,37208,2017-07-07,0.0,RESIDENTIAL CONDO,1552,194.0,0,"2020,1",1,1045.0,2020,2017,2020,3,1,2,81,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016200,17,2020-07-13,12.936036208848487,415000,1900 12TH AVE S #202,NASHVILLE,37203,2018-11-19,0.0,RESIDENTIAL CONDO,972,162.0,0,"2020,3",1,657.0,2020,2018,2020,2,3,7,83,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37013602,21,2020-09-10,12.936036208848487,415000,1104 A 33RD AVE N,NASHVILLE,37209,2018-11-08,0.0,RESIDENTIAL CONDO,2106,136.02,0,"2020,3",1,34.0,2020,2018,2020,2,3,9,83,2120.0,2.016322612,97.64762362,0,0.08,0.92,0,0.23,3
37013700,2,2019-09-03,12.936036208848487,415000,2223 A 24TH AVE N,NASHVILLE,37208,2019-06-03,0.0,RESIDENTIAL CONDO,2168,137.0,0,"2019,3",1,1054.0,2019,2019,2019,0,3,9,79,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37013700,2,2019-10-25,12.936036208848487,415000,2223 B 24TH AVE N,NASHVILLE,37208,2019-06-03,0.0,RESIDENTIAL CONDO,2168,137.0,0,"2019,4",1,1054.0,2019,2019,2019,0,4,10,80,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37016000,17,2020-05-01,12.936036208848487,415000,22 A N HILL ST,NASHVILLE,37210,2019-05-29,0.0,RESIDENTIAL CONDO,1903,160.0,0,"2020,2",1,291.0,2020,2019,2020,1,2,5,82,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37013700,2,2020-08-14,12.936036208848487,415000,1707 B PECAN ST,NASHVILLE,37208,2019-09-24,0.0,RESIDENTIAL CONDO,1800,137.0,0,"2020,3",1,1054.0,2020,2019,2020,1,3,8,83,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37013700,2,2021-05-24,12.936036208848487,415000,2307 B 14TH AVE N,NASHVILLE,37208,2019-02-19,0.0,RESIDENTIAL CONDO,1798,137.0,0,"2021,2",1,1054.0,2021,2019,2021,2,2,5,86,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37013700,2,2021-05-24,12.936036208848487,415000,2307 B 14TH AVE N,NASHVILLE,37208,2019-02-19,0.0,RESIDENTIAL CONDO,1798,137.0,0,"2021,2",1,1054.0,2021,2019,2021,2,2,5,86,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37014400,21,2021-12-30,12.936036208848487,415000,612 21ST AVE N #211,NASHVILLE,37203,2019-10-08,0.0,RESIDENTIAL CONDO,544,144.0,0,"2021,4",1,113.0,2021,2019,2021,2,4,12,88,1250.0,10.94650206,85.59670782,0.47,0.07,0.09,0.38,0.24,78
37014400,21,2021-12-30,12.936036208848487,415000,612 21ST AVE N #211,NASHVILLE,37203,2019-10-08,0.0,RESIDENTIAL CONDO,544,144.0,0,"2021,4",1,113.0,2021,2019,2021,2,4,12,88,1250.0,10.94650206,85.59670782,0.47,0.07,0.09,0.38,0.24,78
37016600,21,2021-04-28,12.936546920555607,415212,3163 PARTHENON AVE 204,NASHVILLE,37203,2004-05-14,0.0,RESIDENTIAL CONDO,1332,166.0,0,"2021,2",1,175.0,2021,2004,2021,17,2,4,86,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016600,21,2021-04-28,12.936546920555607,415212,3163 PARTHENON AVE 204,NASHVILLE,37203,2004-05-14,0.0,RESIDENTIAL CONDO,1332,166.0,0,"2021,2",1,175.0,2021,2004,2021,17,2,4,86,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37019400,19,2022-01-14,12.93736062942756,415550,601 MADISON ST #211,NASHVILLE,37208,2022-01-26,0.0,RESIDENTIAL CONDO,747,194.0,0,"2022,1",1,1045.0,2022,2022,2022,0,1,1,89,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2022-01-14,12.93736062942756,415550,601 MADISON ST #211,NASHVILLE,37208,2022-01-26,0.0,RESIDENTIAL CONDO,747,194.0,0,"2022,1",1,1045.0,2022,2022,2022,0,1,1,89,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016100,17,2015-04-17,12.93772393639105,415701,1316 B PILLOW ST,NASHVILLE,37203,2014-11-04,0.0,RESIDENTIAL CONDO,2218,161.0,0,"2015,2",1,606.0,2015,2014,2015,1,2,4,62,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37012200,6,2017-09-15,12.938442943086665,416000,1412 B LILLIAN ST,NASHVILLE,37206,2014-06-25,0.0,RESIDENTIAL CONDO,1488,122.0,0,"2017,3",1,526.0,2017,2014,2017,3,3,9,71,2056.0,80.75772682,17.09870389,0.12,0.33,0.37,0.18,0.43,29
37016200,17,2018-05-02,12.939644141546536,416500,752 WEDGEWOOD PARK,NASHVILLE,37203,2006-08-24,0.0,RESIDENTIAL CONDO,1780,162.0,0,"2018,2",1,657.0,2018,2006,2018,12,2,5,74,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37019400,19,2021-04-30,12.940843898859598,417000,1818 B 5TH AVE N,NASHVILLE,37208,2014-03-26,0.0,RESIDENTIAL CONDO,1532,194.0,0,"2021,2",1,1045.0,2021,2014,2021,7,2,4,86,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2021-04-30,12.940843898859598,417000,1818 B 5TH AVE N,NASHVILLE,37208,2014-03-26,0.0,RESIDENTIAL CONDO,1532,194.0,0,"2021,2",1,1045.0,2021,2014,2021,7,2,4,86,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016600,21,2021-01-28,12.941081280185037,417099,110 31ST AVE N 809,NASHVILLE,37203,2008-04-08,0.0,RESIDENTIAL CONDO,1397,166.0,0,"2021,1",1,175.0,2021,2008,2021,13,1,1,85,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016600,21,2021-01-28,12.941081280185037,417099,110 31ST AVE N 809,NASHVILLE,37203,2008-04-08,0.0,RESIDENTIAL CONDO,1397,166.0,0,"2021,1",1,175.0,2021,2008,2021,13,1,1,85,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016400,18,2021-11-02,12.942983090831142,417893,1700 BELCOURT AVE #102,NASHVILLE,37212,2021-09-29,0.0,RESIDENTIAL CONDO,938,164.0,0,"2021,4",1,109.0,2021,2021,2021,0,4,11,88,4402.0,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37016400,18,2021-11-02,12.942983090831142,417893,1700 BELCOURT AVE #202,NASHVILLE,37212,2021-09-29,0.0,RESIDENTIAL CONDO,938,164.0,0,"2021,4",1,109.0,2021,2021,2021,0,4,11,88,4402.0,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37016400,18,2021-11-02,12.942983090831142,417893,1700 BELCOURT AVE #102,NASHVILLE,37212,2021-09-29,0.0,RESIDENTIAL CONDO,938,164.0,0,"2021,4",1,109.0,2021,2021,2021,0,4,11,88,4402.0,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37016400,18,2021-11-02,12.942983090831142,417893,1700 BELCOURT AVE #202,NASHVILLE,37212,2021-09-29,0.0,RESIDENTIAL CONDO,938,164.0,0,"2021,4",1,109.0,2021,2021,2021,0,4,11,88,4402.0,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37019500,19,2016-04-15,12.94323910384853,418000,301 DEMONBREUN ST 1504,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,864,195.0,1,"2016,2",1,462.0,2016,2008,2016,8,2,4,66,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2022-03-04,12.94323910384853,418000,600 12TH AVE S 807,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,655,195.0,1,"2022,1",1,462.0,2022,2008,2022,14,1,3,89,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2022-03-04,12.94323910384853,418000,600 12TH AVE S 807,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,655,195.0,1,"2022,1",1,462.0,2022,2008,2022,14,1,3,89,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016900,18,2012-06-28,12.94323910384853,418000,1507 A SWEETBRIAR AVE,NASHVILLE,37212,2014-08-18,0.0,RESIDENTIAL CONDO,2402,169.0,0,"2012,2",1,721.0,2012,2014,2012,0,2,6,50,4514.0,87.73903262,6.569178853,0,0.17,0.29,0.54,0.81,44
37016900,18,2012-06-28,12.94323910384853,418000,1507 B SWEETBRIAR AVE,NASHVILLE,37212,2014-08-18,0.0,RESIDENTIAL CONDO,1780,169.0,0,"2012,2",1,721.0,2012,2014,2012,0,2,6,50,4514.0,87.73903262,6.569178853,0,0.17,0.29,0.54,0.81,44
37019400,19,2015-10-29,12.94323910384853,418000,1732 6TH AVE N,NASHVILLE,37208,2018-07-25,0.0,RESIDENTIAL CONDO,2242,194.0,0,"2015,4",1,1045.0,2015,2018,2015,0,4,10,64,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016600,21,2020-08-04,12.944434558395074,418500,3000 VANDERBILT PL 415,NASHVILLE,37212,2007-06-29,0.0,RESIDENTIAL CONDO,1024,166.0,0,"2020,3",1,175.0,2020,2007,2020,13,3,8,83,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016800,18,2014-09-12,12.944737976389131,418627,1808 24TH AVE S 304,NASHVILLE,37212,2014-07-21,0.0,RESIDENTIAL CONDO,1475,168.0,0,"2014,3",1,389.0,2014,2014,2014,0,3,9,59,4194.0,87.07482993,1.724975705,0.04,0,0.21,0.76,0.78,19
37016200,17,2021-02-08,12.945389894136861,418900,756 WEDGEWOOD PARK,NASHVILLE,37203,2006-08-24,0.0,RESIDENTIAL CONDO,1780,162.0,0,"2021,1",1,657.0,2021,2006,2021,15,1,2,85,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,2021-02-08,12.945389894136861,418900,756 WEDGEWOOD PARK,NASHVILLE,37203,2006-08-24,0.0,RESIDENTIAL CONDO,1780,162.0,0,"2021,1",1,657.0,2021,2006,2021,15,1,2,85,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37019400,19,2019-08-16,12.945389894136861,418900,1350 ROSA L PARKS BLVD 355,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,1032,194.0,0,"2019,3",1,1045.0,2019,2015,2019,4,3,8,79,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,2015-12-17,12.945628585536271,419000,600 12TH AVE S 1606,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,942,195.0,1,"2015,4",1,462.0,2015,2008,2015,7,4,12,64,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016600,21,2015-01-16,12.945628585536271,419000,205 31ST AVE N 310,NASHVILLE,37203,2007-09-25,0.0,RESIDENTIAL CONDO,1498,166.0,0,"2015,1",1,175.0,2015,2007,2015,8,1,1,61,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016000,17,2020-04-10,12.947381221197137,419735,16 B N HILL ST,NASHVILLE,37210,2019-01-31,0.0,RESIDENTIAL CONDO,1926,160.0,0,"2020,2",1,291.0,2020,2019,2020,1,2,4,82,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37019500,19,2021-12-30,12.947774248188859,419900,415 CHURCH ST 2606,NASHVILLE,37219,2007-07-11,0.0,RESIDENTIAL CONDO,741,195.0,1,"2021,4",1,462.0,2021,2007,2021,14,4,12,88,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-12-30,12.947774248188859,419900,415 CHURCH ST 2606,NASHVILLE,37219,2007-07-11,0.0,RESIDENTIAL CONDO,741,195.0,1,"2021,4",1,462.0,2021,2007,2021,14,4,12,88,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016600,21,2007-08-30,12.947774248188859,419900,3000 VANDERBILT PL 409,NASHVILLE,37212,2007-06-29,0.0,RESIDENTIAL CONDO,1326,166.0,0,"2007,3",0,21.098360655737707,2007,2007,2007,0,3,8,31,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37019200,6,2015-09-16,12.947774248188859,419900,1309 FORREST AVE 5,NASHVILLE,37206,2014-10-15,0.0,RESIDENTIAL CONDO,1850,192.0,0,"2015,3",1,562.0,2015,2014,2015,1,3,9,63,3497.0,60.87463557,35.30612245,0.22,0.34,0.34,0.1,0.37,36
37019400,19,2021-01-29,12.947774248188859,419900,903 CHEATHAM PL,NASHVILLE,37208,2014-09-02,0.0,RESIDENTIAL CONDO,1948,194.0,0,"2021,1",1,1045.0,2021,2014,2021,7,1,1,85,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2021-01-29,12.947774248188859,419900,903 CHEATHAM PL,NASHVILLE,37208,2014-09-02,0.0,RESIDENTIAL CONDO,1948,194.0,0,"2021,1",1,1045.0,2021,2014,2021,7,1,1,85,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37017200,17,2017-10-25,12.947774248188859,419900,506 B CAMDEN DR,NASHVILLE,37211,2017-03-24,0.0,RESIDENTIAL CONDO,2225,172.0,0,"2017,4",1,381.0,2017,2017,2017,0,4,10,72,1335.0,81.1550152,8.58662614,0.37,0.31,0.27,0.05,0.27,3
37019400,19,2019-11-20,12.947774248188859,419900,1904 A 3RD AVE N,NASHVILLE,37208,2019-11-04,0.0,RESIDENTIAL CONDO,1848,194.0,0,"2019,4",1,1045.0,2019,2019,2019,0,4,11,80,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
