Tract,Council,OwnDate,LnSalePrice,SalePrice,PropAddr,PropCity,PropZip,PropDate,Acres,LUDesc,FinishArea,NAME10,CoreBin,Quarter,TimeBin,BuildTimeCensus01,Year,PropYear,SaleYear,Age,QuarterByYear,MonthByYear,Quarter1,PopulationTract,PrcntWhite,%Black(onerace),Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,BAorHigher,BuildPreTrt
37019400,19,2015-04-10,11.842236406331555,139000,1350 ROSA L PARKS BLVD 347,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,675,194.0,0,"2015,2",1,1045.0,2015,2015,2015,0,2,4,62,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37013700,2,2020-06-04,11.842236406331555,139000,1409 KELLOW ST,NASHVILLE,37208,2018-07-24,0.0,RESIDENTIAL CONDO,532,137.0,0,"2020,2",1,1054.0,2020,2018,2020,2,2,6,82,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37016800,18,2002-12-23,11.845827048676645,139500,2139 J ACKLEN AVE,NASHVILLE,37212,1985-05-24,0.0,RESIDENTIAL CONDO,1088,168.0,0,"2002,4",0,30.836065573770497,2002,1985,2002,17,4,12,12,4194.0,87.07482993,1.724975705,0.04,0,0.21,0.76,0.78,19
37019400,19,2014-09-11,11.845827048676645,139500,1350 ROSA L PARKS BLVD 346,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,675,194.0,0,"2014,3",1,1045.0,2014,2015,2014,0,3,9,59,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,2009-02-27,11.847259703415569,139700,301 DEMONBREUN ST 918,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,623,195.0,1,"2009,1",0,58.42622950819673,2009,2008,2009,1,1,2,37,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2011-09-23,11.848690308590857,139900,309 CHURCH ST 405,NASHVILLE,37201,2005-09-26,0.0,RESIDENTIAL CONDO,658,195.0,1,"2011,3",1,462.0,2011,2005,2011,6,3,9,47,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,2014-08-29,11.848690308590857,139900,1350 ROSA L PARKS BLVD 343,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,675,194.0,0,"2014,3",1,1045.0,2014,2015,2014,0,3,8,59,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2007-01-23,11.849404844423074,140000,1040 1ST AVE N,NASHVILLE,37201,2006-05-18,0.0,RESIDENTIAL CONDO,630,194.0,1,"2007,1",0,160.672131147541,2007,2006,2007,1,1,1,29,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2014-08-26,11.849404844423074,140000,1036 1ST AVE N,NASHVILLE,37201,2006-05-18,0.0,RESIDENTIAL CONDO,630,194.0,1,"2014,3",1,1045.0,2014,2006,2014,8,3,8,59,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2015-01-19,11.849404844423074,140000,936 1ST AVE N,NASHVILLE,37201,2006-05-18,0.0,RESIDENTIAL CONDO,630,194.0,1,"2015,1",1,1045.0,2015,2006,2015,9,1,1,61,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,2006-10-18,11.849404844423074,140000,415 CHURCH ST 1311,NASHVILLE,37219,2007-07-11,0.0,RESIDENTIAL CONDO,618,195.0,1,"2006,4",0,58.42622950819673,2006,2007,2006,0,4,10,28,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016200,17,2014-12-12,11.849404844423074,140000,2020 BEECH AVE A14,NASHVILLE,37204,1999-09-13,0.0,RESIDENTIAL CONDO,625,162.0,0,"2014,4",1,657.0,2014,1999,2014,15,4,12,60,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,2015-03-23,11.849404844423074,140000,2020 BEECH AVE A11,NASHVILLE,37204,1999-09-13,0.0,RESIDENTIAL CONDO,625,162.0,0,"2015,1",1,657.0,2015,1999,2015,16,1,3,61,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37019200,6,2011-08-25,11.849404844423074,140000,926 WOODLAND ST 300,NASHVILLE,37206,2006-10-18,0.0,RESIDENTIAL CONDO,848,192.0,0,"2011,3",1,562.0,2011,2006,2011,5,3,8,47,3497.0,60.87463557,35.30612245,0.22,0.34,0.34,0.1,0.37,36
37019400,19,2015-02-12,11.849404844423074,140000,1350 ROSA L PARKS BLVD 253,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,504,194.0,0,"2015,1",1,1045.0,2015,2015,2015,0,1,2,61,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2018-11-14,11.849404844423074,140000,935 WARREN ST,NASHVILLE,37208,2020-02-12,0.0,RESIDENTIAL CONDO,2160,194.0,0,"2018,4",1,1045.0,2018,2020,2018,0,4,11,76,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,2014-03-28,11.856522261533737,141000,135 ACADEMY SQ,NASHVILLE,37210,1983-09-23,0.0,RESIDENTIAL CONDO,1116,195.0,1,"2014,1",1,462.0,2014,1983,2014,31,1,3,57,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37017100,17,2014-09-03,11.857939686169175,141200,801 INVERNESS AVE D13,NASHVILLE,37204,2007-07-26,0.0,RESIDENTIAL CONDO,650,171.0,0,"2014,3",1,568.0,2014,2007,2014,7,3,9,59,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37019500,19,2007-01-12,11.860062063178267,141500,239 REP JOHN LEWIS WAY N #202,NASHVILLE,37219,2008-03-28,0.0,RESIDENTIAL CONDO,1365,195.0,1,"2007,1",0,58.42622950819673,2007,2008,2007,0,1,1,29,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016200,17,2015-06-23,11.860062063178267,141500,2020 BEECH AVE D12,NASHVILLE,37204,1999-09-13,0.0,RESIDENTIAL CONDO,625,162.0,0,"2015,2",1,657.0,2015,1999,2015,16,2,6,62,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37019500,19,2008-03-28,11.86147448281689,141700,301 DEMONBREUN ST 508,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,588,195.0,1,"2008,1",0,58.42622950819673,2008,2008,2008,0,1,3,33,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016800,18,2011-03-31,11.863589378812122,142000,2111 ACKLEN AVE 4,NASHVILLE,37212,2010-11-17,0.0,RESIDENTIAL CONDO,885,168.0,0,"2011,1",1,389.0,2011,2010,2011,1,1,3,45,4194.0,87.07482993,1.724975705,0.04,0,0.21,0.76,0.78,19
37019400,19,2011-08-08,11.864996828675356,142200,1350 ROSA L PARKS BLVD 225,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,743,194.0,0,"2011,3",1,1045.0,2011,2015,2011,0,3,8,47,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,2006-12-19,11.866402300407264,142400,415 CHURCH ST 2905,NASHVILLE,37219,2007-07-11,0.0,RESIDENTIAL CONDO,718,195.0,1,"2006,4",0,58.42622950819673,2006,2007,2006,0,4,12,28,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016600,21,2000-02-28,11.867805799560465,142600,116 31ST AVE N 304,NASHVILLE,37203,2000-02-03,0.0,RESIDENTIAL CONDO,1030,166.0,0,"2000,1",0,21.098360655737707,2000,2000,2000,0,1,2,1,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37019500,19,2005-08-19,11.869907361794104,142900,309 CHURCH ST 307,NASHVILLE,37201,2005-09-26,0.0,RESIDENTIAL CONDO,816,195.0,1,"2005,3",0,58.42622950819673,2005,2005,2005,0,3,8,23,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2012-07-31,11.870432062988819,142975,305 CHURCH ST 101,NASHVILLE,37201,2018-03-15,0.0,RESIDENTIAL CONDO,847,195.0,1,"2012,3",1,462.0,2012,2018,2012,0,3,7,51,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,2014-12-05,11.870606902224587,143000,960 1ST AVE N,NASHVILLE,37201,2006-05-18,0.0,RESIDENTIAL CONDO,630,194.0,1,"2014,4",1,1045.0,2014,2006,2014,8,4,12,60,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,2009-01-30,11.875490030985144,143700,301 DEMONBREUN ST 1118,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,623,195.0,1,"2009,1",0,58.42622950819673,2009,2008,2009,1,1,1,37,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37017100,17,2014-11-26,11.87583791515714,143750,801 INVERNESS AVE C2,NASHVILLE,37204,2007-07-26,0.0,RESIDENTIAL CONDO,650,171.0,0,"2014,4",1,568.0,2014,2007,2014,7,4,11,60,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37019500,19,2006-11-29,11.876533320641315,143850,415 CHURCH ST 1809,NASHVILLE,37219,2007-07-11,0.0,RESIDENTIAL CONDO,634,195.0,1,"2006,4",0,58.42622950819673,2006,2007,2006,0,4,11,28,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2008-03-28,11.8789634386217,144200,301 DEMONBREUN ST 509,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,588,195.0,1,"2008,1",0,58.42622950819673,2008,2008,2008,0,1,3,33,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37017100,17,2014-08-04,11.87903278386395,144210,801 HILLVIEW HTS 104,NASHVILLE,37204,2014-07-14,0.0,RESIDENTIAL CONDO,621,171.0,0,"2014,3",1,568.0,2014,2014,2014,0,3,8,59,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37016200,17,2008-07-31,11.879483410762909,144275,1066 ARCHER ST,NASHVILLE,37203,2021-02-03,0.0,RESIDENTIAL CONDO,2809,162.0,0,"2008,3",0,19.475409836065577,2008,2021,2008,0,3,7,35,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,2008-07-31,11.879483410762909,144275,1068 ARCHER ST,NASHVILLE,37203,2021-02-03,0.0,RESIDENTIAL CONDO,2809,162.0,0,"2008,3",0,19.475409836065577,2008,2021,2008,0,3,7,35,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37019500,19,2008-06-10,11.881041706925902,144500,301 DEMONBREUN ST 306,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,590,195.0,1,"2008,2",0,58.42622950819673,2008,2008,2008,0,2,6,34,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016400,18,2005-11-28,11.881041706925902,144500,1711 18TH AVE S F-4,NASHVILLE,37212,1986-03-07,0.0,RESIDENTIAL CONDO,685,164.0,0,"2005,4",0,22.72131147540984,2005,1986,2005,19,4,11,24,4402.0,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37019500,19,2008-03-04,11.88242482344573,144700,301 DEMONBREUN ST 503,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,626,195.0,1,"2008,1",0,58.42622950819673,2008,2008,2008,0,1,3,33,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2008-03-14,11.88242482344573,144700,301 DEMONBREUN ST 506,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,590,195.0,1,"2008,1",0,58.42622950819673,2008,2008,2008,0,1,3,33,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2006-04-13,11.884495917930655,145000,700 CHURCH ST 507,NASHVILLE,37203,2006-08-01,0.0,RESIDENTIAL CONDO,590,195.0,1,"2006,2",0,58.42622950819673,2006,2006,2006,0,2,4,26,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,2015-06-16,11.884495917930655,145000,838 1ST AVE N,NASHVILLE,37201,2006-05-18,0.0,RESIDENTIAL CONDO,630,194.0,1,"2015,2",1,1045.0,2015,2006,2015,9,2,6,62,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2009-05-01,11.884495917930655,145000,817 3RD AVE N 207,NASHVILLE,37201,2008-06-06,0.0,RESIDENTIAL CONDO,710,194.0,1,"2009,2",0,160.672131147541,2009,2008,2009,1,2,5,38,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016600,21,2001-06-13,11.884495917930655,145000,3110 WEST END CIR 7,NASHVILLE,37203,1986-05-29,0.0,RESIDENTIAL CONDO,1188,166.0,0,"2001,2",0,21.098360655737707,2001,1986,2001,15,2,6,6,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37019200,6,2012-07-18,11.884495917930655,145000,926 WOODLAND ST 107,NASHVILLE,37206,2006-10-18,0.0,RESIDENTIAL CONDO,808,192.0,0,"2012,3",1,562.0,2012,2006,2012,6,3,7,51,3497.0,60.87463557,35.30612245,0.22,0.34,0.34,0.1,0.37,36
37019400,19,2007-11-30,11.884495917930655,145000,500 MADISON ST 104,NASHVILLE,37208,2007-12-04,0.0,RESIDENTIAL CONDO,550,194.0,0,"2007,4",0,160.672131147541,2007,2007,2007,0,4,11,32,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37017000,18,2011-04-25,11.884495917930655,145000,2120 BELMONT BLVD A1,NASHVILLE,37212,2007-01-31,0.0,RESIDENTIAL CONDO,541,170.0,0,"2011,2",1,543.0,2011,2007,2011,4,2,4,46,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37013700,21,2011-07-28,11.884495917930655,145000,1918 16TH AVE N,NASHVILLE,37208,2007-09-27,0.0,RESIDENTIAL CONDO,1470,137.0,0,"2011,3",1,1054.0,2011,2007,2011,4,3,7,47,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37016000,17,2012-04-30,11.884495917930655,145000,1208 3RD AVE S 1,NASHVILLE,37210,2011-07-25,0.0,RESIDENTIAL CONDO,1316,160.0,0,"2012,2",1,291.0,2012,2011,2012,1,2,4,50,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016000,17,2012-05-30,11.884495917930655,145000,1208 3RD AVE S 11,NASHVILLE,37210,2011-07-25,0.0,RESIDENTIAL CONDO,1316,160.0,0,"2012,2",1,291.0,2012,2011,2012,1,2,5,50,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016000,17,2013-04-24,11.884495917930655,145000,1208 3RD AVE S 7,NASHVILLE,37210,2011-07-25,0.0,RESIDENTIAL CONDO,1280,160.0,0,"2013,2",1,291.0,2013,2011,2013,2,2,4,54,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37019500,19,2008-04-28,11.889311855577725,145700,301 DEMONBREUN ST 1219,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,623,195.0,1,"2008,2",0,58.42622950819673,2008,2008,2008,0,2,4,34,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37017000,18,2016-06-01,11.890683588496984,145900,2120 BELMONT BLVD B7,NASHVILLE,37212,2007-01-31,0.0,RESIDENTIAL CONDO,316,170.0,0,"2016,2",1,543.0,2016,2007,2016,9,2,6,66,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37019500,19,2008-12-31,11.891368749982085,146000,301 DEMONBREUN ST 1011,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,714,195.0,1,"2008,4",0,58.42622950819673,2008,2008,2008,0,4,12,36,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016800,18,2004-04-20,11.891368749982085,146000,2120 ACKLEN AVE #2,NASHVILLE,37212,1984-06-25,0.0,RESIDENTIAL CONDO,1080,168.0,0,"2004,2",0,30.836065573770497,2004,1984,2004,20,2,4,18,4194.0,87.07482993,1.724975705,0.04,0,0.21,0.76,0.78,19
37016800,18,2011-04-01,11.891368749982085,146000,2111 ACKLEN AVE 1,NASHVILLE,37212,2010-11-17,0.0,RESIDENTIAL CONDO,874,168.0,0,"2011,2",1,389.0,2011,2010,2011,1,2,4,46,4194.0,87.07482993,1.724975705,0.04,0,0.21,0.76,0.78,19
37019400,19,2015-05-15,11.892053442342334,146100,1350 ROSA L PARKS BLVD 243,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,675,194.0,0,"2015,2",1,1045.0,2015,2015,2015,0,2,5,62,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37017100,17,2014-11-04,11.892409297184688,146152,801 INVERNESS AVE C3,NASHVILLE,37204,2007-07-26,0.0,RESIDENTIAL CONDO,650,171.0,0,"2014,4",1,568.0,2014,2007,2014,7,4,11,60,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37019500,19,2008-05-28,11.892737666219704,146200,301 DEMONBREUN ST 609,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,588,195.0,1,"2008,2",0,58.42622950819673,2008,2008,2008,0,2,5,34,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2009-06-19,11.89478753335453,146500,700 CHURCH ST 707,NASHVILLE,37203,2006-08-01,0.0,RESIDENTIAL CONDO,778,195.0,1,"2009,2",0,58.42622950819673,2009,2006,2009,3,2,6,38,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2008-09-30,11.896151780740423,146700,301 DEMONBREUN ST 606,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,590,195.0,1,"2008,3",0,58.42622950819673,2008,2008,2008,0,3,9,35,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,2014-03-10,11.898194668458823,147000,854 1ST AVE N,NASHVILLE,37201,2006-05-18,0.0,RESIDENTIAL CONDO,996,194.0,1,"2014,1",1,1045.0,2014,2006,2014,8,1,3,57,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2015-02-25,11.898194668458823,147000,914 1ST AVE N,NASHVILLE,37201,2006-05-18,0.0,RESIDENTIAL CONDO,630,194.0,1,"2015,1",1,1045.0,2015,2006,2015,9,1,2,61,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2009-11-17,11.898194668458823,147000,1419 9TH AVE N,NASHVILLE,37208,2007-01-02,0.0,RESIDENTIAL CONDO,2092,194.0,0,"2009,4",0,160.672131147541,2009,2007,2009,2,4,11,40,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37013700,2,2017-05-01,11.898194668458823,147000,1112 B WALSH ST,NASHVILLE,37208,2017-09-28,0.0,RESIDENTIAL CONDO,1906,137.0,0,"2017,2",1,1054.0,2017,2017,2017,0,2,5,70,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37013700,2,2017-05-01,11.898194668458823,147000,1112 A WALSH ST,NASHVILLE,37208,2017-09-28,0.0,RESIDENTIAL CONDO,1913,137.0,0,"2017,2",1,1054.0,2017,2017,2017,0,2,5,70,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37016800,18,2016-11-16,11.901590234400047,147500,2134 FAIRFAX AVE D-13,NASHVILLE,37212,1979-06-20,0.0,RESIDENTIAL CONDO,552,168.0,0,"2016,4",1,389.0,2016,1979,2016,37,4,11,68,4194.0,87.07482993,1.724975705,0.04,0,0.21,0.76,0.78,19
37016800,18,2016-12-02,11.904974309480183,148000,2134 FAIRFAX AVE D-8,NASHVILLE,37212,1979-06-20,0.0,RESIDENTIAL CONDO,552,168.0,0,"2016,4",1,389.0,2016,1979,2016,37,4,12,68,4194.0,87.07482993,1.724975705,0.04,0,0.21,0.76,0.78,19
37019500,19,2008-04-22,11.909692857375196,148700,301 DEMONBREUN ST 1408,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,633,195.0,1,"2008,2",0,58.42622950819673,2008,2008,2008,0,2,4,34,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,2014-09-12,11.91170829631447,149000,1350 ROSA L PARKS BLVD 452,NASHVILLE,37208,2015-02-24,0.0,RESIDENTIAL CONDO,516,194.0,0,"2014,3",1,1045.0,2014,2015,2014,0,3,9,59,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,2006-11-06,11.915058360753719,149500,222 POLK AVE 504,NASHVILLE,37203,2006-10-20,0.0,RESIDENTIAL CONDO,705,195.0,1,"2006,4",0,58.42622950819673,2006,2006,2006,0,4,11,28,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2008-12-19,11.915058360753719,149500,600 12TH AVE S 710,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,616,195.0,1,"2008,4",0,58.42622950819673,2008,2008,2008,0,4,12,36,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,2004-06-21,11.917730355182513,149900,944 IRELAND ST,NASHVILLE,37208,2004-04-29,0.0,RESIDENTIAL CONDO,1367,194.0,1,"2004,2",0,160.672131147541,2004,2004,2004,0,2,6,18,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2007-07-18,11.917730355182513,149900,774 1ST AVE N,NASHVILLE,37201,2006-05-18,0.0,RESIDENTIAL CONDO,630,194.0,1,"2007,3",0,160.672131147541,2007,2006,2007,1,3,7,31,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,2008-06-27,11.917730355182513,149900,600 12TH AVE S 808,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,616,195.0,1,"2008,2",0,58.42622950819673,2008,2008,2008,0,2,6,34,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2008-08-15,11.917730355182513,149900,600 12TH AVE S 809,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,616,195.0,1,"2008,3",0,58.42622950819673,2008,2008,2008,0,3,8,35,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2008-12-09,11.917730355182513,149900,600 12TH AVE S 711,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,616,195.0,1,"2008,4",0,58.42622950819673,2008,2008,2008,0,4,12,36,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2009-04-30,11.917730355182513,149900,600 12TH AVE S 707,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,655,195.0,1,"2009,2",0,58.42622950819673,2009,2008,2009,1,2,4,38,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2009-07-13,11.917730355182513,149900,600 12TH AVE S 609,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,616,195.0,1,"2009,3",0,58.42622950819673,2009,2008,2009,1,3,7,39,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2009-08-07,11.917730355182513,149900,600 12TH AVE S 508,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,616,195.0,1,"2009,3",0,58.42622950819673,2009,2008,2009,1,3,8,39,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2009-09-30,11.917730355182513,149900,600 12TH AVE S 608,NASHVILLE,37203,2008-04-15,0.0,RESIDENTIAL CONDO,616,195.0,1,"2009,3",0,58.42622950819673,2009,2008,2009,1,3,9,39,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2015-06-03,11.918397239722838,150000,620 PRESIDENT RONALD REAGAN WAY,NASHVILLE,37210,1999-10-01,0.0,RESIDENTIAL CONDO,715,195.0,1,"2015,2",1,462.0,2015,1999,2015,16,2,6,62,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2005-06-21,11.918397239722838,150000,309 CHURCH ST 507,NASHVILLE,37201,2005-09-26,0.0,RESIDENTIAL CONDO,816,195.0,1,"2005,2",0,58.42622950819673,2005,2005,2005,0,2,6,22,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2009-12-24,11.918397239722838,150000,222 POLK AVE 602,NASHVILLE,37203,2006-10-20,0.0,RESIDENTIAL CONDO,1145,195.0,1,"2009,4",0,58.42622950819673,2009,2006,2009,3,4,12,40,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2013-07-24,11.918397239722838,150000,700 CHURCH ST 1008,NASHVILLE,37203,2006-08-01,0.0,RESIDENTIAL CONDO,744,195.0,1,"2013,3",1,462.0,2013,2006,2013,7,3,7,55,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,2016-01-27,11.918397239722838,150000,782 1ST AVE N,NASHVILLE,37201,2006-05-18,0.0,RESIDENTIAL CONDO,630,194.0,1,"2016,1",1,1045.0,2016,2006,2016,10,1,1,65,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37013700,21,2020-07-17,11.918397239722838,150000,1917 10TH AVE N,NASHVILLE,37208,1972-10-21,0.2,RESIDENTIAL CONDO,3177,137.0,0,"2020,3",1,1054.0,2020,1972,2020,48,3,7,83,5834.0,8.827171413,89.38616664,0.11,0.32,0.41,0.17,0.12,21
37019500,19,2013-05-15,11.918397239722838,150000,11 MUSIC SQ E 306,NASHVILLE,37203,1986-02-28,0.0,RESIDENTIAL CONDO,750,195.0,0,"2013,2",1,462.0,2013,1986,2013,27,2,5,54,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019200,6,2003-11-21,11.918397239722838,150000,800 WOODLAND ST 104,NASHVILLE,37206,2002-09-05,0.0,RESIDENTIAL CONDO,980,192.0,0,"2003,4",0,58.42622950819673,2003,2002,2003,1,4,11,16,3497.0,60.87463557,35.30612245,0.22,0.34,0.34,0.1,0.37,36
37017100,17,2016-08-25,11.918397239722838,150000,801 INVERNESS AVE D5,NASHVILLE,37204,2007-07-26,0.0,RESIDENTIAL CONDO,650,171.0,0,"2016,3",1,568.0,2016,2007,2016,9,3,8,67,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37019400,19,2009-02-24,11.918397239722838,150000,1400 ROSA L PARKS BLVD 410,NASHVILLE,37208,2013-12-27,0.0,RESIDENTIAL CONDO,1002,194.0,0,"2009,1",0,160.672131147541,2009,2013,2009,0,1,2,37,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
